distance_km,num_waypoints,response_time_s,energy,is_valid,orig_dest,fly_zone,avoid_polygons,model,mode,memory,solution_waypoints,polygon_number,human_preference,aligned_with_human_preference
192.0771804441193,5,90.19785571098328,0.0,False,"['Origin1', 'Destination5']",[],"['poly1-3', 'poly1-5']",o3-mini,Hard,False,"[Waypoint(latitude=33.36, longitude=-97.97), Waypoint(latitude=33.4, longitude=-97.7), Waypoint(latitude=32.85, longitude=-97.3), Waypoint(latitude=32.6, longitude=-96.8), Waypoint(latitude=32.57, longitude=-96.25)]",poly1,"""Find the shortest path""",True
196.22613536389673,5,58.932437896728516,0.0,False,"['Origin1', 'Destination5']",[],"['poly1-4', 'poly1-5']",o3-mini,Hard,False,"[Waypoint(latitude=33.36, longitude=-97.97), Waypoint(latitude=33.0, longitude=-97.7), Waypoint(latitude=32.7, longitude=-97.7), Waypoint(latitude=32.65, longitude=-97.0), Waypoint(latitude=32.57, longitude=-96.25)]",poly1,"""Find the shortest path""",True
194.74955554533426,9,36.57955574989319,0.0,True,"['Origin1', 'Destination5']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=33.36, longitude=-97.97), Waypoint(latitude=33.44, longitude=-97.8), Waypoint(latitude=33.44, longitude=-97.0), Waypoint(latitude=33.44, longitude=-96.7), Waypoint(latitude=33.44, longitude=-96.4), Waypoint(latitude=33.2, longitude=-96.35), Waypoint(latitude=33.0, longitude=-96.3), Waypoint(latitude=32.75, longitude=-96.28), Waypoint(latitude=32.57, longitude=-96.25)]",poly1,"""Find the smoothest path. This means the line segments do not have sharp angles.""",True
192.35184882740884,7,62.352135181427,0.0,False,"['Origin1', 'Destination5']",[],['poly1-3'],o3-mini,Hard,False,"[Waypoint(latitude=33.36, longitude=-97.97), Waypoint(latitude=33.1, longitude=-97.8), Waypoint(latitude=32.9, longitude=-97.7), Waypoint(latitude=32.6, longitude=-97.4), Waypoint(latitude=32.58, longitude=-97.0), Waypoint(latitude=32.57, longitude=-96.7), Waypoint(latitude=32.57, longitude=-96.25)]",poly1,"""Find the smoothest path. This means the line segments do not have sharp angles.""",True
195.4760411935921,9,44.86128807067871,0.0,True,"['Origin1', 'Destination5']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=33.36, longitude=-97.97), Waypoint(latitude=33.44, longitude=-97.8), Waypoint(latitude=33.46, longitude=-97.0), Waypoint(latitude=33.46, longitude=-96.7), Waypoint(latitude=33.46, longitude=-96.5), Waypoint(latitude=33.35, longitude=-96.4), Waypoint(latitude=33.0, longitude=-96.3), Waypoint(latitude=32.8, longitude=-96.25), Waypoint(latitude=32.57, longitude=-96.25)]",poly1,"""Find the smoothest path. This means the line segments do not have sharp angles.""",True
192.1654764602565,9,49.189820289611816,0.0,False,"['Origin1', 'Destination5']",[],"['poly1-3', 'poly1-4']",o3-mini,Hard,False,"[Waypoint(latitude=33.36, longitude=-97.97), Waypoint(latitude=33.2, longitude=-97.8), Waypoint(latitude=32.9, longitude=-97.6), Waypoint(latitude=32.75, longitude=-97.5), Waypoint(latitude=32.7, longitude=-97.2), Waypoint(latitude=32.6, longitude=-97.1), Waypoint(latitude=32.6, longitude=-96.7), Waypoint(latitude=32.58, longitude=-96.4), Waypoint(latitude=32.57, longitude=-96.25)]",poly1,"""Find the smoothest path. This means the line segments do not have sharp angles.""",True
214.5806209034314,8,38.49257278442383,0.0,True,"['Origin1', 'Destination5']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=33.36, longitude=-97.97), Waypoint(latitude=33.2, longitude=-97.9), Waypoint(latitude=33.0, longitude=-98.0), Waypoint(latitude=32.8, longitude=-97.8), Waypoint(latitude=32.6, longitude=-97.3), Waypoint(latitude=32.55, longitude=-96.8), Waypoint(latitude=32.56, longitude=-96.4), Waypoint(latitude=32.57, longitude=-96.25)]",poly1,"""Find the smoothest path. This means the line segments do not have sharp angles.""",True
203.1718762619567,8,33.66876268386841,0.0,False,"['Origin1', 'Destination5']",[],['poly1-4'],o3-mini,Hard,False,"[Waypoint(latitude=33.36, longitude=-97.97), Waypoint(latitude=33.1, longitude=-98.0), Waypoint(latitude=32.9, longitude=-98.0), Waypoint(latitude=32.75, longitude=-97.9), Waypoint(latitude=32.67, longitude=-97.6), Waypoint(latitude=32.63, longitude=-97.2), Waypoint(latitude=32.6, longitude=-96.7), Waypoint(latitude=32.57, longitude=-96.25)]",poly1,"""Find the smoothest path. This means the line segments do not have sharp angles.""",True
192.69118946658614,9,57.72380614280701,0.0,False,"['Origin1', 'Destination5']",[],['poly1-2'],o3-mini,Hard,False,"[Waypoint(latitude=33.36, longitude=-97.97), Waypoint(latitude=33.45, longitude=-97.9), Waypoint(latitude=33.46, longitude=-96.9), Waypoint(latitude=33.46, longitude=-96.7), Waypoint(latitude=33.36, longitude=-96.65), Waypoint(latitude=33.2, longitude=-96.6), Waypoint(latitude=33.0, longitude=-96.5), Waypoint(latitude=32.8, longitude=-96.4), Waypoint(latitude=32.57, longitude=-96.25)]",poly1,"""Find the smoothest path. This means the line segments do not have sharp angles.""",True
208.03205798574479,7,60.4151029586792,0.0,False,"['Origin1', 'Destination5']",[],['poly1-4'],o3-mini,Hard,False,"[Waypoint(latitude=33.36, longitude=-97.97), Waypoint(latitude=33.2, longitude=-98.0), Waypoint(latitude=32.8, longitude=-98.0), Waypoint(latitude=32.6, longitude=-98.0), Waypoint(latitude=32.63, longitude=-97.5), Waypoint(latitude=32.6, longitude=-96.9), Waypoint(latitude=32.57, longitude=-96.25)]",poly1,"""Find the smoothest path. This means the line segments do not have sharp angles.""",True
198.4808888435949,10,60.28278708457947,0.0,True,"['Origin1', 'Destination5']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=33.36, longitude=-97.97), Waypoint(latitude=33.45, longitude=-97.7), Waypoint(latitude=33.45, longitude=-96.55), Waypoint(latitude=33.4, longitude=-96.45), Waypoint(latitude=33.35, longitude=-96.35), Waypoint(latitude=33.3, longitude=-96.3), Waypoint(latitude=33.15, longitude=-96.3), Waypoint(latitude=32.95, longitude=-96.3), Waypoint(latitude=32.75, longitude=-96.3), Waypoint(latitude=32.57, longitude=-96.25)]",poly1,"""Find the smoothest path. This means the line segments do not have sharp angles.""",True
192.40969078013956,7,34.805092334747314,0.0,False,"['Origin1', 'Destination5']",[],['poly1-2'],o3-mini,Hard,False,"[Waypoint(latitude=33.36, longitude=-97.97), Waypoint(latitude=33.44, longitude=-97.7), Waypoint(latitude=33.44, longitude=-97.0), Waypoint(latitude=33.2, longitude=-96.8), Waypoint(latitude=33.0, longitude=-96.5), Waypoint(latitude=32.8, longitude=-96.3), Waypoint(latitude=32.57, longitude=-96.25)]",poly1,"""Find the smoothest path. This means the line segments do not have sharp angles.""",True
201.59460600814882,5,53.28369975090027,0.0,True,"['Origin1', 'Destination5']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=33.36, longitude=-97.97), Waypoint(latitude=33.0, longitude=-98.0), Waypoint(latitude=32.8, longitude=-97.9), Waypoint(latitude=32.55, longitude=-97.3), Waypoint(latitude=32.57, longitude=-96.25)]",poly1,"""Find the smoothest path. This means the line segments do not have sharp angles.""",True
192.05700253373004,5,37.29342865943909,0.0,False,"['Origin1', 'Destination5']",[],['poly1-2'],o3-mini,Hard,False,"[Waypoint(latitude=33.36, longitude=-97.97), Waypoint(latitude=33.4, longitude=-97.8), Waypoint(latitude=33.45, longitude=-97.0), Waypoint(latitude=32.8, longitude=-96.5), Waypoint(latitude=32.57, longitude=-96.25)]",poly1,"""Find the smoothest path. This means the line segments do not have sharp angles.""",True
200.8619536558296,7,96.98571395874023,0.0,False,"['Origin3', 'Destination1']",[],"['poly2-3', 'poly2-4']",o3-mini,Hard,False,"[Waypoint(latitude=32.89, longitude=-97.97), Waypoint(latitude=32.8, longitude=-98.0), Waypoint(latitude=32.55, longitude=-97.0), Waypoint(latitude=32.55, longitude=-96.5), Waypoint(latitude=32.7, longitude=-96.4), Waypoint(latitude=32.9, longitude=-96.3), Waypoint(latitude=33.42, longitude=-96.26)]",poly2,"""Find the shortest path""",True
191.9903793994003,4,45.052273988723755,0.0,True,"['Origin3', 'Destination1']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=32.89, longitude=-97.97), Waypoint(latitude=33.45, longitude=-97.8), Waypoint(latitude=33.45, longitude=-96.35), Waypoint(latitude=33.42, longitude=-96.26)]",poly2,"""Find the shortest path""",True
197.65318220892127,5,60.84882354736328,0.0,True,"['Origin3', 'Destination1']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=32.89, longitude=-97.97), Waypoint(latitude=33.0, longitude=-98.0), Waypoint(latitude=33.46, longitude=-97.5), Waypoint(latitude=33.46, longitude=-96.5), Waypoint(latitude=33.42, longitude=-96.26)]",poly2,"""Find the shortest path""",True
199.08677391872033,3,32.96562337875366,0.0,False,"['Origin3', 'Destination1']","[[-97.97, 33.47]]",[],o3-mini,Hard,False,"[Waypoint(latitude=32.89, longitude=-97.97), Waypoint(latitude=33.47, longitude=-97.97), Waypoint(latitude=33.42, longitude=-96.26)]",poly2,"""Find the shortest path""",True
199.09269263771438,4,28.049654245376587,0.0,False,"['Origin3', 'Destination1']","[[-97.97, 33.47], [-96.5, 33.47]]",[],o3-mini,Hard,False,"[Waypoint(latitude=32.89, longitude=-97.97), Waypoint(latitude=33.47, longitude=-97.97), Waypoint(latitude=33.47, longitude=-96.5), Waypoint(latitude=33.42, longitude=-96.26)]",poly2,"""Find the shortest path""",True
199.69178160062853,4,29.81357479095459,0.0,False,"['Origin3', 'Destination1']","[[-97.97, 33.47], [-96.26, 33.47]]",[],o3-mini,Hard,False,"[Waypoint(latitude=32.89, longitude=-97.97), Waypoint(latitude=33.47, longitude=-97.97), Waypoint(latitude=33.47, longitude=-96.26), Waypoint(latitude=33.42, longitude=-96.26)]",poly2,"""Find the shortest path""",True
197.25057568567541,6,46.38369297981262,0.0,False,"['Origin3', 'Destination1']",[],['poly2-1'],o3-mini,Hard,False,"[Waypoint(latitude=32.89, longitude=-97.97), Waypoint(latitude=33.15, longitude=-97.97), Waypoint(latitude=33.35, longitude=-97.97), Waypoint(latitude=33.45, longitude=-97.2), Waypoint(latitude=33.45, longitude=-96.5), Waypoint(latitude=33.42, longitude=-96.26)]",poly2,"""Find the shortest path""",True
190.9399080247665,5,56.011953592300415,0.0,True,"['Origin3', 'Destination1']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=32.89, longitude=-97.97), Waypoint(latitude=33.05, longitude=-97.9), Waypoint(latitude=33.46, longitude=-97.5), Waypoint(latitude=33.45, longitude=-97.0), Waypoint(latitude=33.42, longitude=-96.26)]",poly2,"""Find the shortest path""",True
193.5714568570518,4,37.81650972366333,0.0,False,"['Origin3', 'Destination1']",[],['poly2-1'],o3-mini,Hard,False,"[Waypoint(latitude=32.89, longitude=-97.97), Waypoint(latitude=33.1, longitude=-97.97), Waypoint(latitude=33.46, longitude=-97.3), Waypoint(latitude=33.42, longitude=-96.26)]",poly2,"""Find the shortest path""",True
190.83825284414254,6,56.02506422996521,0.0,True,"['Origin3', 'Destination1']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=32.89, longitude=-97.97), Waypoint(latitude=33.0, longitude=-97.9), Waypoint(latitude=33.25, longitude=-97.7), Waypoint(latitude=33.45, longitude=-97.5), Waypoint(latitude=33.45, longitude=-96.5), Waypoint(latitude=33.42, longitude=-96.26)]",poly2,"""Find the shortest path""",True
190.81301722216668,4,117.57720899581909,0.0,True,"['Origin3', 'Destination1']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=32.89, longitude=-97.97), Waypoint(latitude=33.45, longitude=-97.5), Waypoint(latitude=33.45, longitude=-96.5), Waypoint(latitude=33.42, longitude=-96.26)]",poly2,"""Find the shortest path""",True
196.5104418491766,6,168.45918226242065,0.0,True,"['Origin3', 'Destination1']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=32.89, longitude=-97.97), Waypoint(latitude=32.55, longitude=-97.8), Waypoint(latitude=32.55, longitude=-96.35), Waypoint(latitude=32.8, longitude=-96.35), Waypoint(latitude=33.2, longitude=-96.3), Waypoint(latitude=33.42, longitude=-96.26)]",poly2,"""Find the shortest path""",True
193.60229298461093,7,117.95645499229431,0.0,True,"['Origin3', 'Destination1']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=32.89, longitude=-97.97), Waypoint(latitude=33.05, longitude=-97.97), Waypoint(latitude=33.25, longitude=-97.9), Waypoint(latitude=33.45, longitude=-97.8), Waypoint(latitude=33.45, longitude=-97.4), Waypoint(latitude=33.45, longitude=-96.8), Waypoint(latitude=33.42, longitude=-96.26)]",poly2,"""Find the smoothest path. This means the line segments do not have sharp angles.""",True
198.7797919874036,6,67.54319715499878,0.0,True,"['Origin3', 'Destination1']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=32.89, longitude=-97.97), Waypoint(latitude=33.1, longitude=-97.97), Waypoint(latitude=33.45, longitude=-97.97), Waypoint(latitude=33.45, longitude=-97.0), Waypoint(latitude=33.45, longitude=-96.5), Waypoint(latitude=33.42, longitude=-96.26)]",poly2,"""Find the smoothest path. This means the line segments do not have sharp angles.""",True
195.16184821255519,5,64.2065258026123,0.0,True,"['Origin3', 'Destination1']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=32.89, longitude=-97.97), Waypoint(latitude=33.2, longitude=-97.97), Waypoint(latitude=33.45, longitude=-97.7), Waypoint(latitude=33.45, longitude=-97.0), Waypoint(latitude=33.42, longitude=-96.26)]",poly2,"""Find the smoothest path. This means the line segments do not have sharp angles.""",True
195.2089547993712,6,48.63590383529663,0.0,False,"['Origin3', 'Destination1']","[[-97.7, 33.47], [-96.5, 33.47]]",[],o3-mini,Hard,False,"[Waypoint(latitude=32.89, longitude=-97.97), Waypoint(latitude=33.2, longitude=-97.97), Waypoint(latitude=33.47, longitude=-97.7), Waypoint(latitude=33.47, longitude=-96.5), Waypoint(latitude=33.45, longitude=-96.35), Waypoint(latitude=33.42, longitude=-96.26)]",poly2,"""Find the smoothest path. This means the line segments do not have sharp angles.""",True
202.43242772984357,6,36.869162797927856,0.0,False,"['Origin3', 'Destination1']","[[-97.75, 33.47], [-97.25, 33.47]]",[],o3-mini,Hard,False,"[Waypoint(latitude=32.89, longitude=-97.97), Waypoint(latitude=33.2, longitude=-98.0), Waypoint(latitude=33.4, longitude=-98.0), Waypoint(latitude=33.47, longitude=-97.75), Waypoint(latitude=33.47, longitude=-97.25), Waypoint(latitude=33.42, longitude=-96.26)]",poly2,"""Find the smoothest path. This means the line segments do not have sharp angles.""",True
191.74998224847593,6,72.67341876029968,0.0,False,"['Origin3', 'Destination1']","[[-97.0, 33.47], [-96.5, 33.47]]",[],o3-mini,Hard,False,"[Waypoint(latitude=32.89, longitude=-97.97), Waypoint(latitude=33.15, longitude=-97.9), Waypoint(latitude=33.4, longitude=-97.8), Waypoint(latitude=33.47, longitude=-97.0), Waypoint(latitude=33.47, longitude=-96.5), Waypoint(latitude=33.42, longitude=-96.26)]",poly2,"""Find the smoothest path. This means the line segments do not have sharp angles.""",True
198.66905146115826,5,125.12271976470947,0.0,True,"['Origin3', 'Destination1']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=32.89, longitude=-97.97), Waypoint(latitude=33.1, longitude=-98.0), Waypoint(latitude=33.46, longitude=-97.75), Waypoint(latitude=33.46, longitude=-97.3), Waypoint(latitude=33.42, longitude=-96.26)]",poly2,"""Find the smoothest path. This means the line segments do not have sharp angles.""",True
191.09029844842937,5,50.5742130279541,0.0,True,"['Origin3', 'Destination1']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=32.89, longitude=-97.97), Waypoint(latitude=33.1, longitude=-97.9), Waypoint(latitude=33.45, longitude=-97.5), Waypoint(latitude=33.45, longitude=-96.7), Waypoint(latitude=33.42, longitude=-96.26)]",poly2,"""Find the smoothest path. This means the line segments do not have sharp angles.""",True
201.11225593395244,6,85.987717628479,0.0,False,"['Origin3', 'Destination1']","[[-97.0, 33.47]]",[],o3-mini,Hard,False,"[Waypoint(latitude=32.89, longitude=-97.97), Waypoint(latitude=33.15, longitude=-98.0), Waypoint(latitude=33.3, longitude=-98.0), Waypoint(latitude=33.46, longitude=-97.7), Waypoint(latitude=33.47, longitude=-97.0), Waypoint(latitude=33.42, longitude=-96.26)]",poly2,"""Find the smoothest path. This means the line segments do not have sharp angles.""",True
190.9550828863246,6,55.163553953170776,0.0,False,"['Origin3', 'Destination1']",[],['poly2-1'],o3-mini,Hard,False,"[Waypoint(latitude=32.89, longitude=-97.97), Waypoint(latitude=33.1, longitude=-97.9), Waypoint(latitude=33.3, longitude=-97.6), Waypoint(latitude=33.45, longitude=-97.0), Waypoint(latitude=33.45, longitude=-96.5), Waypoint(latitude=33.42, longitude=-96.26)]",poly2,"""Find the smoothest path. This means the line segments do not have sharp angles.""",True
193.8567469081474,7,92.80713224411011,0.0,True,"['Origin3', 'Destination1']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=32.89, longitude=-97.97), Waypoint(latitude=33.1, longitude=-97.97), Waypoint(latitude=33.2, longitude=-97.8), Waypoint(latitude=33.45, longitude=-97.65), Waypoint(latitude=33.45, longitude=-97.2), Waypoint(latitude=33.44, longitude=-96.65), Waypoint(latitude=33.42, longitude=-96.26)]",poly2,"""Find the smoothest path. This means the line segments do not have sharp angles.""",True
196.5219124189664,5,69.13152194023132,0.0,True,"['Origin3', 'Destination1']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=32.89, longitude=-97.97), Waypoint(latitude=33.3, longitude=-97.97), Waypoint(latitude=33.46, longitude=-97.5), Waypoint(latitude=33.46, longitude=-96.7), Waypoint(latitude=33.42, longitude=-96.26)]",poly2,"""Find the smoothest path. This means the line segments do not have sharp angles.""",True
193.32523206809898,6,64.99504923820496,0.0,True,"['Origin4', 'Destination4']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=32.72, longitude=-97.96), Waypoint(latitude=32.52, longitude=-97.96), Waypoint(latitude=32.52, longitude=-97.0), Waypoint(latitude=32.65, longitude=-96.7), Waypoint(latitude=32.78, longitude=-96.45), Waypoint(latitude=32.83, longitude=-96.25)]",poly3,"""Find the shortest path""",True
192.42427667940308,6,98.07360935211182,0.0,True,"['Origin4', 'Destination4']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=32.72, longitude=-97.96), Waypoint(latitude=32.6, longitude=-97.96), Waypoint(latitude=32.5, longitude=-97.8), Waypoint(latitude=32.5, longitude=-96.45), Waypoint(latitude=32.67, longitude=-96.35), Waypoint(latitude=32.83, longitude=-96.25)]",poly3,"""Find the shortest path""",True
190.49712636348931,4,78.0372097492218,0.0,True,"['Origin4', 'Destination4']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=32.72, longitude=-97.96), Waypoint(latitude=32.52, longitude=-97.8), Waypoint(latitude=32.52, longitude=-97.0), Waypoint(latitude=32.83, longitude=-96.25)]",poly3,"""Find the shortest path""",True
193.14459687310176,4,74.5339252948761,0.0,True,"['Origin4', 'Destination4']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=32.72, longitude=-97.96), Waypoint(latitude=32.54, longitude=-97.96), Waypoint(latitude=32.54, longitude=-96.5), Waypoint(latitude=32.83, longitude=-96.25)]",poly3,"""Find the shortest path""",True
193.89818023087525,4,57.45927453041077,0.0,True,"['Origin4', 'Destination4']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=32.72, longitude=-97.96), Waypoint(latitude=32.5, longitude=-97.96), Waypoint(latitude=32.5, longitude=-96.45), Waypoint(latitude=32.83, longitude=-96.25)]",poly3,"""Find the shortest path""",True
193.89818023087525,4,53.45889616012573,0.0,True,"['Origin4', 'Destination4']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=32.72, longitude=-97.96), Waypoint(latitude=32.5, longitude=-97.96), Waypoint(latitude=32.5, longitude=-96.45), Waypoint(latitude=32.83, longitude=-96.25)]",poly3,"""Find the shortest path""",True
194.19574552936461,6,68.09924650192261,0.0,True,"['Origin4', 'Destination4']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=32.72, longitude=-97.96), Waypoint(latitude=32.8, longitude=-97.96), Waypoint(latitude=32.83, longitude=-97.0), Waypoint(latitude=33.03, longitude=-97.0), Waypoint(latitude=33.03, longitude=-96.5), Waypoint(latitude=32.83, longitude=-96.25)]",poly3,"""Find the shortest path""",True
190.46173504594418,5,83.72834086418152,0.0,True,"['Origin4', 'Destination4']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=32.72, longitude=-97.96), Waypoint(latitude=32.54, longitude=-97.8), Waypoint(latitude=32.54, longitude=-97.0), Waypoint(latitude=32.7, longitude=-96.4), Waypoint(latitude=32.83, longitude=-96.25)]",poly3,"""Find the shortest path""",True
190.46165376931825,6,62.12385845184326,0.0,True,"['Origin4', 'Destination4']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=32.72, longitude=-97.96), Waypoint(latitude=32.6, longitude=-97.8), Waypoint(latitude=32.5, longitude=-97.4), Waypoint(latitude=32.5, longitude=-96.8), Waypoint(latitude=32.6, longitude=-96.45), Waypoint(latitude=32.83, longitude=-96.25)]",poly3,"""Find the shortest path""",True
190.84217459055543,5,68.31122040748596,0.0,True,"['Origin4', 'Destination4']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=32.72, longitude=-97.96), Waypoint(latitude=32.5, longitude=-97.8), Waypoint(latitude=32.5, longitude=-96.45), Waypoint(latitude=32.7, longitude=-96.35), Waypoint(latitude=32.83, longitude=-96.25)]",poly3,"""Find the shortest path""",True
200.83313508825856,7,74.38579893112183,0.0,True,"['Origin4', 'Destination4']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=32.72, longitude=-97.96), Waypoint(latitude=32.5, longitude=-97.96), Waypoint(latitude=32.5, longitude=-96.7), Waypoint(latitude=32.95, longitude=-96.7), Waypoint(latitude=32.95, longitude=-96.3), Waypoint(latitude=32.83, longitude=-96.3), Waypoint(latitude=32.83, longitude=-96.25)]",poly3,"""Find the shortest path""",True
190.6756545738433,6,71.2885844707489,0.0,True,"['Origin4', 'Destination4']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=32.72, longitude=-97.96), Waypoint(latitude=32.5, longitude=-97.8), Waypoint(latitude=32.5, longitude=-97.0), Waypoint(latitude=32.65, longitude=-96.9), Waypoint(latitude=32.7, longitude=-96.65), Waypoint(latitude=32.83, longitude=-96.25)]",poly3,"""Find the shortest path""",True
191.50668933854158,8,45.94842600822449,0.0,True,"['Origin4', 'Destination4']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=32.72, longitude=-97.96), Waypoint(latitude=32.8, longitude=-97.96), Waypoint(latitude=32.8, longitude=-97.5), Waypoint(latitude=32.82, longitude=-97.0), Waypoint(latitude=32.88, longitude=-96.8), Waypoint(latitude=32.95, longitude=-96.7), Waypoint(latitude=33.0, longitude=-96.55), Waypoint(latitude=32.83, longitude=-96.25)]",poly3,"""Find the smoothest path. This means the line segments do not have sharp angles.""",True
190.64417896621654,6,57.75501585006714,0.0,True,"['Origin4', 'Destination4']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=32.72, longitude=-97.96), Waypoint(latitude=32.8, longitude=-97.9), Waypoint(latitude=32.85, longitude=-97.2), Waypoint(latitude=33.05, longitude=-97.0), Waypoint(latitude=33.05, longitude=-96.4), Waypoint(latitude=32.83, longitude=-96.25)]",poly3,"""Find the smoothest path. This means the line segments do not have sharp angles.""",True
